artista,cancion,album,año,spotify_id,popularidad
Rocco Hunt,Ti volevo dedicare (feat. J-AX & Boomdabash),Libertà,2019,00GxbkrW4m1Tac5xySEJ4M,58
Thegiornalisti,Felicità puttana,LOVE,2018,695AOnYHYnvHIMaTNKjkA5,59
Rkomi,LUNA PIENA (con IRAMA),TAXI DRIVER,2021,6z7tGTD6yvyloEm6K2H8EX,57
The La Planta,No Aguanto Más,No Aguanto Más,2021,3zJyIy2A092fKIbkZJPzrz,61
Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer Essentials,2018,49zMj9UjQ0IGksOO2VuhZX,54
Shablo,M' Manc (con Geolier & Sfera Ebbasta),M' Manc (con Geolier & Sfera Ebbasta),2020,0MLu1cFYL4ikdRTdasCQT9,62
Elodie,Margarita (con Marracash),This Is Elodie,2020,6KfwIpX0Xo0lelmuUOnyZV,60
Shiva,Non lo Sai,Milano Demons,2022,0D3QZNAMH2d5MFkVlebo6h,61
Ruger,Bounce,PANDEMIC,2021,1JY0oHjgGulg9YULxx8KW7,61
ヨルシカ,だから僕は音楽を辞めた,だから僕は音楽を辞めた,2019,5j7ixaLeGTGSv4DzKs0pCM,68
Tiakola,Meuda,Mélo,2022,4wNyrbY6B2Okii8VeKo2B2,65
Pinguini Tattici Nucleari,Giovani Wannabe,Fake News,2022,4ICCU06b8FkQIrMv0XTzlv,60
Rkomi,LA CODA DEL DIAVOLO (con ELODIE),TAXI DRIVER,2021,6oYcyS6salzWI1ysjEScFh,58
Kenshi Yonezu,Lemon,STRAY SHEEP,2020,04TshWXkhV1qkqHzf31Hn6,67
Don Medardo y sus Players Mauricio Luzuriaga,Ladrón de Amor,Ladrón de Amor,2020,3QDKrwlyPHjmN5q68jE0p9,48
Elisa,Anche Fragile,Diari Aperti,2019,05G23JkXHRv3NJ9hENaafi,57
Rkomi,NUOVO RANGE (con SFERA EBBASTA),TAXI DRIVER,2021,5YSR0sWUZk7NuIbkycxndu,59
Rotimi,Love Riddim,Walk With Me,2019,22uU5EVRx6rVpuUANTFEhn,59
Irama,5 Gocce (feat. Rkomi),Il giorno in cui ho smesso di pensare,2022,3z0GeNGWyVduziP1cQ0mFN,57
Diljit Dosanjh,Born to Shine,G.O.A.T.,2020,4XxfOvudrnBRdlgzEaq1sd,76
Вектор А,Один,Один,2022,5BPINlBbMGpHu0S79efirq,57
Mano Arriba,El Equivocado,Cumbia Baby!,2019,4bi9EKw1E7hDldh36dhp1R,56
Young Jonn,Xtra Cool,Xtra Cool,2022,5F4OfeowSReF93KcH2eUcG,61
Avvy Sra,White Brown Black,White Brown Black,2022,3nKQrVVlwbAQSnFbgZWdN0,74
Francesco Gabbani,Spazio tempo,Volevamo solo essere felici,2022,39wXWvxEOgPetxTH6K3MZ2,59
Britney Spears,My Only Wish (This Year),Christmas Hits,2019,0wDKteaNLe3xkaFtj6tH5h,61
Hoshi,Ta marinière,Il suffit d'y croire (Version deluxe),2018,2JFmiASjHttT8AK7WeZjAb,62
George Henrique & Rodrigo,Vai Lá Em Casa Hoje - Ao Vivo,Vai Lá Em Casa Hoje (Ao Vivo),2021,7IIDB25xKfPbw595U53Ose,69
Asake,Ototo,Mr. Money With The Vibe,2022,0CUJV0Hh512Ns7U2yGflqt,62
Ultimo,Quel filo che ci unisce,Solo,2021,05G7GqOjkYKObUWFDownVV,60
Alex Velea,"Tati, vreau","Tati, vreau",2022,7hoILhEoePHXh6qTw5H0Fe,50
Tananai,SESSO OCCASIONALE,"RAVE, ECLISSI",2022,2jLUl0xElM30KU1dDXnVIF,57
El Rodri,Toda / Tu Bandolero / PORFA,Toda / Tu Bandolero / PORFA,2020,1TeZLwdMTWZvX9wDPokRM3,56
Karan Aujla,On Top,On Top,2022,4SJMuaIYcBS8ke96lDYOsw,70
Tems,The Key,For Broken Ears,2020,4w4EJ9EaeogHLLEYlUXFDo,59
MATRANG,Медуза,ЭЙА,2018,1sZsTb461mhIAQ8o0gzxsI,60
Ahmed Saad,اليوم الحلو ده,اليوم الحلو ده,2022,2HbrI0oakRE7qNXoK74zNR,58
Ana Castela,Pipoco,Pipoco,2022,7AwVSKaQxpidrtYBerkHKk,65
Matheus & Kauan,Quarta Cadeira - Ao Vivo,Tem Moda Pra Tudo (Ao Vivo),2019,5q0NlM6Pm8Pp3orq7zGiRn,71
Matías Valdez,Volver a Vernos,Volver a Vernos,2021,6FzRjE65s7jGPVnLbx5FSr,56
João Gustavo e Murilo,Lençol Dobrado,Lençol Dobrado,2018,72xB2J9ZeBl0Rzxq2XmzdY,70
Pinguini Tattici Nucleari,Scrivile Scemo,AHIA!,2020,71r3UlkV7sWvUYjas5paqi,59
Lazza,PANICO (feat. Takagi & Ketra),SIRIO,2022,0SsUOrXUM2gZxVLYizZfQZ,60
Kizz Daniel,Pour Me Water,Barnabas,2021,1DrfpnLvbwndPScRLwbUE0,58
ANAVITÓRIA,Lisboa,COR,2021,2o2xhyri4aJUtgMGkf5P0J,71
Ultimo,I Tuoi Particolari,Colpa Delle Favole,2019,0psAGFzUF64N2Ae4gMExzu,57
阿冗,你的答案,你的答案,2019,4QWSICaQ6LGmcS8qX9lNVh,62
Adekunle Gold,Okay,"Afro Pop, Vol. 1",2020,2Iv3GHM3xFKIPbYSnhJAXO,56
Asake,Peace Be Unto You (PBUY),Mr. Money With The Vibe,2022,6ewsOjbC1jWAZcjAhVxDs0,58
ANNA ASTI,По барам,Феникс,2022,5rbKNd54ig1qtSUeK83OOo,57
Matheus & Kauan,Vou Ter Que Superar - Ao Vivo,Tem Moda Pra Tudo (Ao Vivo),2019,6sRLrSetyIwIKhW1eMlUNP,69
Beendo Z,Pas bête,L'Élu,2022,3TVUW7bJJWDOonkVCZxfLV,63
Sidhu Moose Wala,East Side Flow,East Side Flow,2019,0wGrTrI43CKmfzbFNNhftb,67
苏星婕,清空,清空,2021,5HGvMmgabU7ZkF94klVhdm,59
Diljit Dosanjh,Lemonade,Drive Thru,2022,3ZGJhN4unVspOqpwGvUL2W,73
Lil Durk,Broadway Girls (feat. Morgan Wallen),7220 (Reloaded),2022,7qTaDOcld0VmBWXnkbUj45,74
Nininho Vaz Maia,Gosto de Ti,Raizes,2021,2xyQaJXfp2DRElKF3aOMHP,49
Sherine,حبه جنة,نساى,2018,2QK9spxKFUWe7zeirPHf5O,62
JONY,"Наверно, ты меня не помнишь",Не ищите во мне жанры,2022,2yJJSg7vCeZgJMY3xWJ2C2,58
Pinguini Tattici Nucleari,Ricordi,Fake News,2022,1AQqSrJYbCeRtzO7EApqYX,58
Jay Chou,說好不哭,最偉大的作品,2022,52yAKumXlqPjUsIBlmiMvo,61
Chike,Running (To You),Running (To You),2021,5rTC3tKShDyYK0wk0rq96X,56
Arthur Nery,Isa lang,Isa lang,2021,0HAG6nIiEKd75yGpovuSJQ,76
Lazza,USCITO DI GALERA,SIRIO,2022,01DXwNf1GzEJkYTbXgL0eb,60
El Blachy,No Digas Nada,No Digas Nada,2022,1X3ygwog1SLNAcoiZvjcgS,47
Sidhu Moose Wala,Dawood,Pbx 1,2018,2erjvSbTPKGalbZZhPgcCL,66
Ninho,Goutte d'eau,Destin,2019,0rQbvQpjQ6QeeCAnVRzokf,62
Tananai,ABISSALE,"RAVE, ECLISSI",2022,3U8TFdchz8dK1nYYgZgd9f,57
Dark Polo Gang,Cambiare Adesso,Trap Lovers,2019,2xjxaKiYssIdDU6DCPpZPt,64
Kalash,Tu le sais,Tombolo,2022,1frmYvoVtyFlGypiapnkrX,63
Matias Damásio,Como Antes,Como Antes,2022,0dAZ5dCofHy6rquqU6YG29,54
ooes,зима,мои (твои) тёмные желания,2021,0cOftxEWGyu4XAqEsqmdWS,59
King Gnu,逆夢,逆夢,2021,6ZiEWet0uFRwWBCEKCQ8rY,63
Ernia,Ferma A Guardare (feat. Pinguini Tattici Nucleari),Gemelli,2021,1eDC4NiUYgQSKpKDIvXxi4,60
zhanulka,портреты - Acoustic,портреты (Acoustic),2022,7ojBwkKhmZzXDjrqwfLH26,61
Marracash,CRUDELIA - I nervi,Persona,2019,0xEgDBXYO9gGzmxCFWKxNg,63
Arthur Nery,TAKE ALL THE LOVE,TAKE ALL THE LOVE,2021,2v6jmF6VQWS96x6tSg05IC,76
King Gnu,逆夢,逆夢,2021,6ZiEWet0uFRwWBCEKCQ8rY,63
Ernia,Ferma A Guardare (feat. Pinguini Tattici Nucleari),Gemelli,2021,1eDC4NiUYgQSKpKDIvXxi4,60
zhanulka,портреты - Acoustic,портреты (Acoustic),2022,7ojBwkKhmZzXDjrqwfLH26,61
Marracash,CRUDELIA - I nervi,Persona,2019,0xEgDBXYO9gGzmxCFWKxNg,63
Arthur Nery,TAKE ALL THE LOVE,TAKE ALL THE LOVE,2021,2v6jmF6VQWS96x6tSg05IC,76
Timaya,Cold Outside,Cold Outside,2021,2jZ2MrAk8iNZk1dsI0Vr5z,57
ANNA,GASOLINA,LISTA 47,2022,7I9l9qOYfdUMuSO6Q4VQtZ,58
Marracash,∞ LOVE (feat. Guè),"NOI, LORO, GLI ALTRI",2021,0HhSB4nAJpI5expWnZL199,60
LADIPOE,Feeling,Feeling,2021,29e2gdZN35wxeGgDtkXjIa,58
小咪,我走后 - 发行版,我走后 (发行版),2019,32UZM0QSWwqzLbyr1YoS7x,60
Novelbright,愛とか恋とか,Assort,2022,1VHL1PIkhDwWbFc65xHwOr,66
анастимоза,Хризантеми,Хризантеми,2022,2ZwNgWo1U0PLbzFCYMNPTW,60
fromis_9,DM,Midnight Guest,2022,7B9W7Qsy5M2kyUNjQYIEG8,60
AP Dhillon,Excuses,Excuses,2020,29m79w9xPMH4YCD6r8JSmV,73
Andy El Unico,Perdi mi amor,Loco,2018,0JbUojx7kyiv7tSPxICWTx,46
en,嚣张,嚣张,2019,1vfUASvUGt3gxQ1x3T3u1C,62
1PLIKÉ140,LOPSA STORY,1PLIKTOI (Vol. 2),2020,5IDnEkOCdOp1F0XTAMG3Rk,62
Sidhu Moose Wala,Never Fold,No Name,2022,3JkVYvxNoGf2HCWJo61462,68
El Blachy,A un Milímetro de Ti,A un Milímetro de Ti,2021,2SS9HhYPgHnHXlkgmr8B5i,46
Diljit Dosanjh,G.O.A.T.,G.O.A.T.,2020,46QbY78ha62aiu6gBgC7lS,72
Bohemia,Same Beef,Same Beef,2019,65c6VCikt7f5sAS1heoYQC,68
Asake,Omo Ope (feat. Olamide),Omo Ope,2022,7d1aTQlsHMgWmkPywDi7h1,59
卢卢快闭嘴,字字句句,字字句句,2022,7fAdinC2UTc0Y9GiKrkTtu,64
Capo Plaza,Uno squillo,20,2018,7zivIUyCw9MmYftdcayXnN,58
Wyatt Flores,Please Don't Go,Please Don't Go,2022,7fb4Qp5YoT4BKFdbj1Xu8r,74
Ultimo,Rondini Al Guinzaglio,Colpa Delle Favole,2019,1jhHPnmgZepKU8qX4VhRZ0,57
Shiva,Alleluia (feat. Sfera Ebbasta),Milano Demons,2022,1MboxS3hV7Wr8UVO59uRth,56
Тоня Матвієнко,Кульбаби,Кульбаби,2022,7CuxOoQMEaiSXIGwJJkQHW,61
Carl Brave x Franco126,Sempre In Due,Polaroid 2.0,2018,6ElWuGFrYbsf2mdHWUoGCk,59
Karan Aujla,Ykwim,Ykwim,2022,6qS40yL7kXVoChI8SSCQIQ,67
AP Dhillon,TERE TE,HIDDEN GEMS,2021,0ptqV9ySE8HVbWblGdv3Eb,68
Poshlaya Molly,Контракт,Контракт,2021,2bqS0QtnXGjOYs3z6VtSyW,61
D.O.,That's okay,That's okay,2019,2Ghu1DdMwxS3VAyB7i38Wo,61
Eason Chan,孤勇者 - 《英雄聯盟：雙城之戰》動畫劇集中文主題曲,孤勇者 (《英雄聯盟：雙城之戰》動畫劇集中文主題曲),2021,6akVETVeqqPVvuBS5e0EB1,58
Salmo,IL CIELO NELLA STANZA (feat. NSTASIA),Playlist,2018,2fkVZYFv9hOejIsLzZy8ad,60
NCT DREAM,We Go Up,We Go Up,2018,26vOBLHS116a4WNUVlvAUW,68
Sidhu Moose Wala,"Dollar - From ""Dakuaan Da Munda""","Dollar (From ""Dakuaan Da Munda"")",2018,7rXDc2ImBGwcypUFbNqbFB,64
Irina Rimes,Pentru totdeauna,ACASĂ,2022,03F6MEGpr7HVT6MpgO7v05,47
Gazzelle,Coltellata (feat. thasup),OK,2021,6RDCUnAj3V4s37b0BBBXTa,58
King Gnu,白日,CEREMONY,2020,172fMG26G2OoEzzg0wn26r,64
Mrs. GREEN APPLE,青と夏,Attitude,2019,5BC6kr6etk2Y9J62AyI4i3,72
Karan Aujla,Gangsta,Way Ahead,2022,3Vmo13MxVRKBszmfK61ONH,65
thasup,Dimmi Che C'è (feat. Tedua),c@ra++ere s?ec!@le,2022,7jVQ6DP7Q6S2wKWqJmcTZL,59
Sidhu Moose Wala,Outlaw,Outlaw,2019,3pTtKddF93cQL4cUQEvkIP,66
Marshmello,Bayen Habeit,Bayen Habeit,2018,29KS7kBSU77PrYGB6RVR5O,56
MiyaGi & Endspiel,Untouchable,Untouchable,2018,2JjZQ0puhcx8wXdGN3GGli,59
HONNE,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,Love Me / Love Me Not (Sessions),2018,43kiDtoYD0nDJYxzQwclpT,68
Luchè,Non Abbiamo Età,Potere,2018,0NwuXciw6eQc4edjwSBnV3,62
小阿七,从前说,从前说,2021,3t5edAHbyFEW67wFApp7EO,62
Fadel Chaker,Maool,Maool,2020,7GFPmRIpmI1qRym5wRtSjZ,58
Lazza,PIOVE (feat. Sfera Ebbasta),SIRIO,2022,6BUueuMQR4k7CuoMEsnGou,57
Lasse Skriver,It Must Have Been Love (Christmas for the Broken Hearted) - Spotify Singles: Holiday,It Must Have Been Love (Christmas for the Broken Hearted) - Spotify Singles: Holiday,2022,3Cr5u6bC4NJomy0B3oNHkg,57
ooes,ночь,мои (твои) тёмные желания,2021,0Mfjy6p9vZsfzbQReWdooZ,56
Black Sherif,Oil in my Head,The Villain I Never Was,2022,5zNWfIlGEVQ72uzVOGgAiZ,59
Bir,Afterhours,Afterhours,2022,7o1SDLghDwMc4OW3rKakVt,66
Josman,J'aime Bien!,J.O.$,2018,4eWcCSJEe0d1gCEdKqyiHS,64
Wellboy,Додому,8 марабу,2022,6gtK39SLszESqJFu2SkId3,53
T DOLLAR,Rise,Rise,2022,1kM5fFSFcsYPshdMpjp8EM,57
Hamza Namira,Dari Ya Alby,Dari Ya Alby,2018,03OoXcz5TPOCyU6RTR1bgk,59
陈村长,爱怎么了,爱怎么了,2022,0c9gjnRGBRke9VmLaZWmhM,60
Basta,На заре,На заре,2019,4qlMFQs9oEp5bVxERhTZBU,56
MiyaGi & Endspiel,In Love,In Love,2018,5rouo21ZAmlwYc1KLjZ4HX,56
BIGBANG,Still Life,Still Life,2022,3TSLqZssCoCdDlMhCJ08XW,63
Varinder Brar,12 Bande,12 Bande,2021,6dgYHmc5yBnQFI4FSCbp6y,67
LIBERATO,TU T'E SCURDAT' 'E ME,LIBERATO,2019,1901MP4sFYR617bT4hNcyW,58
HammAli & Navai,Птичка,Птичка,2021,6Abmb1Nh7Bc5U6o4iEgSDH,55
Violetta Sokolova,Четыре тридцать,Четыре тридцать,2022,4GBfKfnvmcTcNrlJcV4OLV,60
rares,"Inimă de aur - From ""Romina VTM"" The Movie","Inimă de aur (From ""Romina VTM"" The Movie)",2022,41Khl48VaHDozr5jQRd3xC,45
Arthur Nery,Pagsamo,Pagsamo,2021,0WZqHCoOBXqgCCIsUZLC2a,72
Elaine,You're the One,Elements,2019,4fxwbUSI6jF4XdnvCUVG97,54
AP Dhillon,Summer High,Summer High,2022,1aL9518P5G72N92b48tuKw,69
MiyaGi & Endspiel,Fire Man,"Hajime, Pt. 3",2018,71hUNAiuvPyzaQGVYQtqlF,55
Ufuk Beydemir,Ay Tenli Kadın,Sevda Gibi,2018,4hv9mEWi4911k1uhU4fPEH,60
棉子,勇气,勇气,2020,5rY7xc2h5Imj6iFn97h8Qj,59
Guè,Chico (feat. Rose Villain & Luchè),Mr. Fini,2020,3sUzeeqRtfBfJAkk8qb8Pd,58
Fireboy DML,Like I Do,"Laughter, Tears & Goosebumps",2019,3B5slaBuBK0BsuNw570pmx,57
Yuuri,ベテルギウス,壱,2022,4JK1kDUdH9RTBQrrSO1QfR,66
Sidhu Moose Wala,295,Moosetape,2021,5W7DOVGQLTigu09afW7QMT,69
Mujeva,Между нами ничего нет,Между нами ничего нет,2021,5lVNXUY9TjlESJrM3EeN26,53
Basta,Осень - 20.22,Осень (20.22),2022,0cLyaJBLn7rduVsXhoqzO9,54
Ren Ran,飞鸟和蝉,Ren然,2021,4lhbajK3dvUcJ0UNEeCdMn,61
Ninho,Vrais,M.I.L.S 2.0,2018,6WfnzeciIa1Ta661GY9hue,62
Naps,Monica,Carré VIP,2020,3UEUbdm11ee93tzsQTQMre,63
Ruger,Snapchat,The Second Wave (Deluxe),2022,5n4Jw3ohf9JT380HB7hhLw,55
Guè,2% (feat. Frah Quintale),Sinatra,2018,5ODlTG5qxhCsC05E36Rv25,59
Dark Polo Gang,Diego Armando Maradona,Sick Side,2018,11WjARz3hZxb08ru2M9RbN,60
MATRANG,Заманчивая,Заманчивая,2021,5kbOFqQ15vDh2FODZ3l1IF,54
Marracash,MADAME - L'anima,Persona,2019,0uAnrNNITY7KwmOqdVEsIK,59
Asake,Nzaza,Mr. Money With The Vibe,2022,0VjzaXw81JQJM61pzWwP8b,62
HIRAIDAI,"Stand by me, Stand by you.",Life Goes On,2021,7DyS11kB1YNrfDzQqtjmTh,61
Monetochka,Каждый раз,Раскраски для взрослых,2018,4IjiY0sShCYUEEoOSEwsgY,55
WANIMA,ともに,Everybody!!,2018,6FHgHDXiGnRfhrSok9xAz3,61
Arthur Nery,Higa,Letters Never Sent,2019,7gfrASeOt73YWvpIv1fU8E,71
Monetochka,Нимфоманка,Раскраски для взрослых,2018,5Ni187gYCgJG90rGfMX7CY,54
AP Dhillon,Brown Munde,Brown Munde,2020,58f4twRnbZOOVUhMUpplJ4,68
Moya Mishel,Зима в сердце,Из цветов и темноты,2022,6awpF8KkBWuZr1ElN2xkaW,53
AP Dhillon,Wo Noor,Two Hearts Never Break The Same,2022,32FVH23yFXr8Z0sfjRw4It,65
Calein,Umaasa,Umaasa,2019,4AULw1VRyJP17zMvwgTIUs,73
Aditya Rikhari,Samjho Na,Samjho Na,2022,1d5lpW3gUyq537iuyrb9Lf,73
Nekfeu,Elle pleut,Les étoiles vagabondes : expansion,2019,4kqsT3yDyJr1KZ2AkM9qfD,62
Gazzelle,Sopra,Punk,2018,4EWRqLKdXgr0lPjAv6mxc4,57
DEAD BLONDE,Банкомат,СПЛЕТНИЦА,2022,3rGOoMEEIBonQBGOX48yjB,57
Shiva,Un Altro Show (feat. Geolier),Milano Demons,2022,0AbDjrdgKTXzGzvQ1drgQl,59
Sherine,الكدابين,نساى,2018,6OvHZA4I4Nl1F0Brs8nPkR,54
Shiva,Soldi in Nero - feat. Sfera Ebbasta,Soldi in Nero (feat. Sfera Ebbasta),2019,1Xm2e1vDwOMeJJioWuG1s7,57
Tamer Ashour,Khaleny Fe Hodnak,Tegy Ntrahn,2022,6yVGUtmHwDsqqXs1Lak423,61
Matías Valdez,Lo Quiero Todo,Lo Quiero Todo,2022,6B1J688S8XYptynyMfDGCi,50
Sachin-Jigar,Apna Bana Le,Bhediya (Original Motion Picture Soundtrack),2022,1hA697u7e1jX2XM8sWA6Uy,74
Ronghao Li,烏梅子醬,縱橫四海,2022,4p9jbhD6N7HpuECGusu6iT,59
Bárbara Bandeira,Como Tu (feat. Ivandro),Como Tu (feat. Ivandro),2022,5BGdBH8MsaHCgfr4TMpRin,49
Josman,Intro,M.A.N (Black Roses & Lost Feelings),2022,6qvyN6NTUpdfOJRYjtSSd7,64
King,Maan Meri Jaan,Champagne Talk,2022,1418IuVKQPTYqt7QNJ9RXN,73
DEAD BLONDE,Бесприданница,Княжна из хрущёвки,2021,0yPQB0dC23cqu9isXsIV1l,53
Mabel Matiz,Fırtınadayım,Maya,2018,3QopdONAzZHRO1P4UQrNvw,63
Kenshi Yonezu,感電,STRAY SHEEP,2020,6H0PLsSYMzDOqhLgyOlzIj,65
кис-кис,мальчик,Магазин игрушек для взрослых,2019,2tSOz2c3qqs8jOdlyMvHww,59
Ghali,Barcellona,DNA,2020,51zuoAf9f1DNTVmBJHVErg,57
Magixx,All Over,ATOM,2022,394IT4yrYjwT65ePqKLFbq,54
Poshlaya Molly,Дом Периньон,Дом Периньон,2021,0i8YObgqnjZYoYJOQbwLHq,57
L7NNON,Perdição,Hip Hop Rare,2020,0xcdw2bWgJ4lrt3qZJrZ1o,66
張遠,嘉賓,嘉賓,2020,5jAmIkIpskwu2hRz2YaEHi,60
лампабикт,немерено,добраться до него,2022,6KRiMyT78RNeatgjnI7sPM,55
Jah Khalib,Доча,Доча,2022,1Y3yCJ0YaoiNvicBkBJjXf,56
Marracash,BRAVI A CADERE - I polmoni,Persona,2019,5eSC7faDYHxnklPjcxZjD6,61
AP Dhillon,Insane,Insane,2021,3UhmuWcFaLS3AO3kI9ynQ2,65
Atif Aslam,O Saathi,"O Saathi (From ""Baaghi 2"")",2018,6fScgF2Y63ScU73nYju0ny,74
Basta,Ты была права,Ты была права,2021,5ISgcj2vuSrL3FjHHnDPZU,52
Ronghao Li,年少有為,耳朵,2018,6XY80Ofqd8j0SGiEdRLwCp,58
Diljit Dosanjh,Peaches,Drive Thru,2022,3mZLiEDAHIjZ8ms5Lxq33F,65
Дора,Дорадура,Младшая сестра,2019,4mTPviBGRgjPxeaQFnBDW3,55
SUDA MASAKI,さよならエレジー,PLAY(Special Edition),2018,3oYD2O31b05fILFpv0AXRI,63
Geolier,Vogl Sul A Te,Emanuele,2019,4JajIgqHJAV0Neboj76fqG,59
Akhil,"Duniyaa (From ""Luka Chuppi"")","Duniyaa (From ""Luka Chuppi"")",2019,2tjWCe2W7sgvS3C8NHcdtI,72
John Denver,Rudolph the Red Nosed Reindeer,Christmas Hits,2019,7l1S30HhTTY4rfkBZpc1Db,57
EDIS,Martılar,Martılar,2021,1xEpgyKx4ZHtefFAh0SmU5,62
Jasleen Royal,Sang Rahiyo (feat. Ujjwal Kashyap),Sang Rahiyo (feat. Ujjwal Kashyap),2020,45PA9lW7U5LYnlpGrdTyHY,74
Poshlaya Molly,ПОРНХАБ КРИСМАС КЛАБ,"ОЧЕНЬ СТРАШНАЯ МОЛЛИ 3, Ч. 1",2018,5jgFvROeP9DlLl9dMHQEtw,57
AP Dhillon,Dil Nu,Two Hearts Never Break The Same,2022,7AsG1F1eMWd17RYan8M3Wm,69
Sherine,المراية,المراية,2019,0dmDrpb754mYIssprDd6zG,55
Achille Lauro,16 Marzo (feat. Gow Tribe),1969 - Achille Idol Rebirth,2020,2kZV7d0A4BIN5I8iFBnbqp,57
Marracash,GLI ALTRI (Giorni Stupidi),"NOI, LORO, GLI ALTRI",2021,17cDJE4DUg0yyt5ul8xo2K,59
YAKTAK,Погляд,Погляд,2022,66Xj2OpnDALdW0G509b9yY,51
Marracash,CRAZY LOVE,"NOI, LORO, GLI ALTRI",2021,2p5OyhSm5fS90n0Q7R3r6D,59
Josman,XS,J.O.$,2018,3Bc8gFjMtqUhuF5ZQ8GiQl,63
AP Dhillon,DESIRES,HIDDEN GEMS,2021,5o2FwTc46RceaBp3B2ZjNf,62
Nininho Vaz Maia,Hoje Estou Chateado,Raizes,2021,16m7Yzkf4trG3ZvodJnKNS,48
Marracash,LAUREA AD HONOREM (feat. Calcutta),"NOI, LORO, GLI ALTRI",2021,0WgVvy1KelQxG6KBUukTWI,57
Poshlaya Molly,#HABIBATI,#HABIBATI,2022,6HMk2bFT4VkIWwIAmDCqHj,56
Marracash,DUBBI,"NOI, LORO, GLI ALTRI",2021,4gxRyOZefp95AXZFaztdtO,60
Cairokee,Basrah w Atooh,Roma,2022,4vIbws1xp082bv0zl8vLaJ,61
Nikita Kering',Last Name,Last Name,2022,4BwHxEsR5SFJJKGBzrjMGN,49
Parmish Verma,Aam Jahe Munde,Aam Jahe Munde,2020,32VAw8DL9ixX5XSW2VLcZ4,71
MamaRika,Зоря,Зоря,2022,7n3ImvKB7yKdkXUwCexePY,48
ヨルシカ,春泥棒,春泥棒,2021,1rr2DJOxV0sHXeUXCAz1yf,64
Thomas Stenström,Ser du månen där du är ikväll? (Tillsammans igen),Ser du månen där du är ikväll? (Tillsammans igen),2020,4SLYrBfzgbLmiEdoKajyHL,64
Mert Demir,Antidepresan,Antidepresan,2022,4OH5Cd8ZOI1eSgJSC9PYmU,62
Larry Gaaga,Low,Low,2019,4GW2SIyvB5fy8xtK1eO8PS,57
Treaty Oak Revival,No Vacancy,No Vacancy,2021,3pVs5Zehts89WLyBPiYfxG,73
December Avenue,Sa Ngalan Ng Pag-Ibig,Langit Mong Bughaw,2019,1FnPkOlWCMwRtfXeAAuhMu,69
Runtown,Things I Know,Signs,2022,7vswUXjrCOydA5L1HJ0XyW,58
Assala Nasri,Shokran,Shokran,2022,3zpuelnjip23dk1hxTqklg,53
Sfera Ebbasta,Bottiglie Privè,Famoso,2021,4TQmmasocRmAr8QC0Uchsf,56
Japiaguar,Amigos Con Derecho,Amigos Con Derecho,2019,0s20N1FV0QZ5Stp5GXH2cj,43
Lazza,Morto Mai,Re Mida,2019,2Ri0436JKFUsd3B3xa2jCe,58
Tamer Ashour,Tegy Ntrahn,Tegy Ntrahn,2022,2NF0gMDLnJSaqIfj0SvrDi,62
Chani Nattan,Daku,Daku,2021,3wz2vWhYnnBoFmgMkqtzLy,68
Poshlaya Molly,Райские цветы,Грустная девчонка с глазами как у собаки,2018,1DSCMhnFgL4BVI6D8fJJ8a,57
Black Sherif,Konongo Zongo,The Villain I Never Was,2022,3F6xtKBO2YixpP8lFJTiGo,58
D.A.M.A,CASA,CASA,2022,3hUk7wHp5Ruas0FLLVW69c,50
Anuv Jain,Baarishein,Baarishein,2018,3WLJ7D5kh44K5eJ1NqZQ6W,75
Vishal Mishra,Manjha,Manjha,2020,0UZLaEOSIc5kg0cc7eszqC,72
Billnass,Puuh,Puuh,2022,4qMofi2HvTzvLEQ6EqywPP,44
ooes,магия,магия,2021,41dtNH6BYBeE7j1FWE52uo,53
Pamungkas,To the Bone,Flying Solo,2019,3pCt2wRdBDa2kCisIdHWgF,76
Mohbad,Feel Good,Feel Good,2021,0int0g8dikLn0uhd1b1iZu,57
MATRANG,Круг,Круг,2019,5VhcgdXDdfYHf9Fog3jrvC,52
831,"想見你想見你想見你(電視劇""想見你""片尾曲)","想見你想見你想見你(電視劇""想見你""片尾曲)",2019,69zgyr5HVKdInjeKpq1qHa,59
МОТ,Август - это ты,Август - это ты,2021,4jkq9bTWSn4phpLK9B5DhO,51
MY FIRST STORY,I'm a mess,X,2022,5m21ZR5lO6U0tp9KENxuCc,62
МОТ,Соло,Соло,2018,6C293bYjbKt4QW8HOZgW7A,51
Jok'air,Bonbon à la menthe,Jok'travolta,2019,30RmEyZdIYdYpSTkMtgtKt,68
King,Tu Aake Dekhle,The Carnival,2020,5BKKKNwrebowaMoUdBaNby,71
Poshlaya Molly,Все хотят меня поцеловать,Грустная девчонка с глазами как у собаки,2018,0rqe1Pt1EGu0VDAqPupREU,56
Baco Exu do Blues,20 Ligações,QVVJFA?,2022,6MvaRZ6JZgJuXz9b1CMB1y,67
Jerry Heil,#ПОШТА,#ПОШТА,2022,1n7AVWNbLx5OUhItzDTj4A,49
高爾宣 OSN,Without You,#osnrap,2019,0KWnRv3wxjltYVB3MqjNd2,60
Maninho,Pode Tentar,Pode Tentar,2021,2vFjbIf5sKoXsXdBG2E9Xf,49
DOROFEEVA,Щоб не було,Щоб не було,2022,63hgMQantc0DLZM8BN180N,48
